listing_id,id,date,reviewer_id,reviewer_name,comments
1489424,7208791,2013-09-10,5817914,Hilary,Efrat and Dan were very welcoming and accommodating because we weren't sure what time we were getting there ! I would definitely recommend staying there
1489424,8001939,2013-10-12,4786919,Sharon,"As advertised, a very comfy bed. Restful room, pleasant hosts. This was a perfect stopover for passing through the Albany area."
1489424,8123022,2013-10-16,4786919,Sharon,"Glad to be back for a second time in my cozy room, comfy bed, personable and friendly hosts. It was great to have that coffee made for me in the morning before I was off again. "
1489424,8279957,2013-10-23,8362214,Andrej,"We stayed only for a night, so can not tell much about the area. Upon our quite late arrival, the family was still up and were busy with home beer preparation. It seemed that own business took all their attention, so we kind of felt on our own. Basement where we stayed was spacious, but quite messy, all things spread around, especially in the adjacent rooms. The room itself and the shower was ok; one can stay overnight there."
1489424,8303182,2013-10-24,9458270,Andreia,I had a pleasant stay here. The bed was indeed very comfortable (I wish I could have one like that at home). Efrat and her husband went above and beyond my expectations. Very grateful!
1489424,8342905,2013-10-26,2220644,J Mase,"I was in town to do some work at U Albany. Not only was this an amazingly friendly place to stay, the house is about 7 minutes driving to the university! I would definitely recommend staying here and most certainly will stay here if I am in town again! Clean space and Efrat is a very warm person and even invited my colleagues in for a quick chat before we headed out on the town!
<br/>
<br/>"
1489424,8741259,2013-11-15,261805,Tony,Efrat and Dan are very good hosts. We had some great conversations. Dan makes great beer! I'm looking forward to staying with them again.
1489424,8856844,2013-11-22,261805,Tony,"Efrat and Dan are a warm, welcoming and interesting couple. We sat around the kitchen table and shared some wine over conversation. Also enjoyed some excellent Mideastern snacks. The room is very comfortable and quiet and the bathroom is right outside the room. I am looking forward to staying with them again."
1489424,9092493,2013-12-06,4708179,Reinoud,"I have stayed at Efrat en Dan's for one night as part of a 'mini road trip' in the NE. It was great - they were welcoming, open, easy-going hosts, the room was comfortable, clean and tidy.
<br/>
<br/>I absolutely recommend staying there - next time I will!"
1489424,9216969,2013-12-14,5584819,Tyler,"Exactly as advertised.
<br/>Very friendly and good conversation.
<br/>Would stay again.
<br/>Would recommend to friends."
1489424,9295410,2013-12-19,9735767,Mauro,We had a very pleasant stay at Efrat and Dan's home. They were very welcoming and helpfull. Everything about the room/place was like advertised. Definetely would stay again next time.
1489424,9313952,2013-12-20,287311,Suzanne,Efrat and Dan were friendly and personable. We enjoyed talking with them very much. Their place was conveniently located and pleasant. 
1489424,9322463,2013-12-21,7937658,Amanda,"Efrat and Dan are super nice and helpful. Even gave me directions to get back to philly :)
<br/>awesome stay."
1489424,9992142,2014-01-23,9563593,Karen,"Efrat and Dan were incredibly welcoming and generous with their home and hospitality.  As a new nurse just getting used to my schedule in the ""big city"" it was a relief to have such a kind and friendly home in which to stay after a long shift.  I would definitely stay with them again if ever the need arose!"
1489424,10208831,2014-02-06,5539491,Robert,"Very welcoming, comfortable, and quiet! Thanks Efrat and Dan. "
1489424,10601310,2014-02-27,6856108,Nick,"Very nice and accommodating host! 
<br/>
<br/>I enjoyed the conversations and hope to come back again for a pleasure visit. "
1489424,12142193,2014-04-23,9274085,Brian,"Had a lovely stay at Efrat's house. Extremely comfortable bed, shower and talks with guests etc. We crashed pretty early at night and  left early. Had an enjoyable time. Very friendly and helpful in offering suggestions. Would certainly stay there again. Regards Brian & Alison."
1489424,13321293,2014-05-25,15147796,David,Our stay with with Efrat and Dan was great.  They were very nice and we had interesting conversations.  The location of their house is perfect because it's in a quiet residential neighborhood.  The room was comfortable as advertised.  I would recommend this room to anybody who needs a place to stay in the Albany area. 
1489424,13419190,2014-05-27,3859163,Bill,"Had a good night's sleep! When in Albany this is the place to stay. Very comfy bed, quiet neighborhood, great location (15 min to the airport). Communication and checkin were easy. You'll enjoy your stay!"
1489424,13662781,2014-06-02,13602789,Anthony,"The hosts were welcoming and pleasant. The neighborhood was residential, quiet (the house is on a dead end street."
1489424,13937014,2014-06-08,632548,Rachel,"Had a lovely stay with Efrat. They were very accommodating with my late arrival time, and everything in the room was comfortable and convenient. "
1489424,14204916,2014-06-14,7197342,Vicky,"We had a great stay - very comfortable bed and great, welcoming hosts!"
1489424,14331970,2014-06-16,1249144,Shelley,"Efrat and Dan were wonderful hosts!  They have a very warm home and were extremely welcoming.
<br/>They were very flexible in working with me on the reservation and coordinating their schedule with me.
<br/>It was an absolute pleasure and I recommend them to anyone."
1489424,14526237,2014-06-21,10611265,Veronica,"Welcome hosts, the neighborghood is nice and peaceful, I took a very good rest in there."
1489424,14564623,2014-06-22,3054047,Arianne,"Efrat, Dan and their daughters are delightful. The room is exactly as described: a room with a comfortable bed. I slept like a rock. They are very welcoming, and let you interact as much or little as you'd like, and have many book recommendations if you are so interested. Good people. "
1489424,14667358,2014-06-23,3964461,Gigi,"our hosts were very hospitable and kind.  the neighborhood was very peaceful and quiet, the bed comfortable; all conducive to getting a good night's rest!"
1489424,16506906,2014-07-28,15665720,Lenora,"This is a very pleasant room with a comfortable bed and is in a suburban neighborhood, so it is very quiet and I slept well. Efrat and Dan were great hosts, offering me tea and some really delicious Turkish coffee. It was also very convenient to where I had to go in Albany (about a ten minute drive). I would recommend it to anyone traveling in the Albany area."
1489424,16728204,2014-08-01,16432550,David,"Great experience. Levy was a great host, the room was the perfect size and its only a 10 minute walk from buses that take you into the heart of downtown Albany. They even have their own home-brewed beer! Neighborhood is a sleepy one near the SUNY campus, good for long walks or a job if you were prefer. "
1489424,17191256,2014-08-08,17024165,Giorgio,Efrat and Dan were very nice and generous. Our stay was only for a night but it was very goog and intersting.
1489424,18035206,2014-08-20,6570233,Petko,"Efrat and Dan were extremely welcoming and beyond finding an excellent accommodation, we found two new friends in town. Highly recommending to stay with them."
1489424,18180444,2014-08-23,17956894,Helen,Dan welcomed us and drove us to a nearby diner for tea then spent time taking us to a shop to get supplies. Very pleasant and likeable gentleman. We saw less of Efrat but she was pleasant and welcoming too. The bed was comfy and we slept well. The room was adequate for our needs and the hosts were helpful. Very much a family home but we didn't mind that at all. It would be nice to have a small lock on the bathroom door just for a sense  of privacy... But not a big deal . Lovely couple . Enjoyed our stay very much . Thanks . X <br/>
1489424,18448279,2014-08-26,2500569,Ruth,"Efrat and Dan were incredibly welcoming and kind. They have a laid back home where you can jump right in on life. The neighborhood is quiet and friendly. It was very convenient to access the major roadways. Washington park and the Hudson river were a short drive away which made for fun exploring with lovely walkways and bike paths. 
<br/>Overall I would highly recommend staying with Efrat and Dan for a chill and homey experience."
1489424,19140975,2014-09-07,19539175,Derrick,"The hosts were very welcoming and accommodating. I only stayed for a night but they allowed me to leave the next day around 6PM due to a test I was taking during the afternoon. Comfortable bed and desk chair, clean bathroom, and AC! Definitely recommend."
1489424,19391905,2014-09-11,8536694,Charles,Efrat & Dan were both very welcoming. We only stayed a night but we had a pleasant stay. The bed was comfortable and the house was very homey. Would recommend!
1489424,20064277,2014-09-22,8943495,David,"Had a very nice stay with Efrat and Dan this weekend. 
<br/>They were warm and friendly and made me feel welcome in their house.
<br/>The house is on a dead end street so not a lot of city noise and is not far from the colleges. The space was exactly what I was looking for. 
<br/>Thank you for the hospitality and I hope you have space available next time I visit Albany.
<br/>Thank you
<br/>David"
1489424,20582869,2014-10-01,17596350,Christian,"I had a really nice stay at Efrat and Dan's place. They were very kind, showed me around and even let me test their homebrewed beer. We hade some very interesting talks and I felt quiet welcome. Thanks again!"
1489424,21410226,2014-10-16,22504962,Tushar,"Great accommodation. Family like home.
<br/>Thanks for the ride in the evening to the super market."
1489424,21828241,2014-10-25,10715600,Deb,Efrat was warm and welcoming and the bed was as advertised and very comfortable.  My only complaint is that the last significant noise was very late and the first very early in the morning - but I am a light sleeper. The location was perfect - close to the university and a quiet street.
1489424,22380541,2014-11-04,1178161,Dr Daniel Joseph,Wonderful restful night. Thank you!
1489424,22687571,2014-11-11,21889518,Herman,Great place to stay. Comforting environment and great hospitality.
1489424,22969969,2014-11-18,23340554,Kate,They were great..very friendly and welcoming. Great hosts!
1489424,22984781,2014-11-19,17443070,Ben,"I had a great stay at Efrat and Dan's place! They were very friendly and I enjoyed conversing with them.
<br/>The room was comfortable and clean and had everything I needed.
<br/>The location is great, in a nice neighborhood of Albany and only a short drive into Downtown.
<br/>I would recommend staying with Efrat and Dan if you're visiting Albany."
1489424,23564350,2014-12-04,24378805,David,This was my first experience with airbnb and Efrat and Dan made my first experience a pleasure. They were excellent hosts. Everything was straight forward from my first contact. And they even arranged for me to use a different room at a lower cost. The two of them were also very welcoming and fun to chat with.
1489424,23706451,2014-12-08,19704103,Liz,"Efrat and Dan were instantly welcoming.  They were very friendly, and also respectful of me studying and having an early night.  This was my first Airbnb experience, and it was great.  Room was as described, nice neighborhood, met all of my needs.  Would definitely return!  Thanks Efrat and Dan for letting me stay in your home."
1489424,25236507,2015-01-10,19527660,David,Efrat was a great host. He was polite and provided me we clean towels. I would definitely stay again.
1489424,25442757,2015-01-16,25170644,Pierre,"Efrat and Dan were very hospitable. They have great stories so talk to them! The place is a little bit far from where I needed to go during the days since I don't have a car, and they helped me get around as much as they can. If you are driving here to stay, then there would not be a problem. The bed was comfy and bathroom was clean, just as shown on the pictures. Overall the stay was great."
1489424,25717376,2015-01-24,8025506,CiCi,"Efrat and Dan are very accommodating, the room is clean, cozy and warm, and the bed is very comfortable. I also like the quiet and safe neighborhood, it's a great experience to stay here. "
1489424,25894036,2015-01-28,22400868,Tanya,"I had an interview at albany medical center and Efrat was very kind to me. she picked me up from the medical center when it was snowing heavily. the room is clean, comfortable and quiet. her family is very nice and hospitable. "
1489424,26161006,2015-02-05,4018379,Dwight,I was very welcomed during my stay and enjoyed a good night's rest. The location was especially convenient in Albany. Everything worked well.
1489424,26248375,2015-02-08,25071514,Melissa,"Efrat and Dan were very gracious hosts. They were very welcoming, and I felt at home during my stay. I had a wonderful stay in Albany with them. "
1489424,26665499,2015-02-16,19704103,Liz,"My second time staying in Efrat's home.  Warm, comfortable and cozy on one of the coldest nights of the decade!"
1489424,26769484,2015-02-18,21723529,Ross,"House is warm and cozy.  Pictures are accurate.  Very warm reception, especially considering it was only 7 degrees out that night.  Very quite and easy for me to focus on work.  I recommend the place."
1489424,27127687,2015-02-26,25818248,Maria,We were very pleased when our host provided us with transportation from the bus station to his house! Accommodation was good and they made us feel comfortable! They are nice quiet family who respects guests fully! The made us fell very welcome!
1489424,27417792,2015-03-03,28345668,Charlotte,We stayed for one night with Efrat and her lovely family and it was a real pleasure! It was our first time airbnb and we felt so welcome and comfortable there. The bed is perfect for two people and very comfortable. We would highly recommend it if you're planning to stay in Albany! 
1489424,27814987,2015-03-12,28517518,Daniel,Great place to stay. Location is is great (about an $8 cab ride to downtown). And the company is even better. I would definitely go back there again.
1489424,28894915,2015-03-31,29027759,Walker,Efrat and Dan were very friendly and accommodating. We felt welcome and at home there and slept well. Thank you. 
1489424,29883568,2015-04-13,30647451,Heather,"I was in town to apartment hunt and had had a pretty exhausting journey to Albany. Efrat was very friendly and accommodating. She warned the bed tended to make people sleep in because of how comfortable it is-- she's not lying! The house is very convenient to Western Ave,  which has access to a major bus line that can take you all the way to the train station. I highly recommend and would be happy to stay again. "
1489424,32662645,2015-05-19,33465111,Michael,This was a very enjoyable stay with an extremely polite family. I slept well and appreciated the conversation that Efrat and Dan had with me. I would recommend them to everyone and am grateful that they were the first people to meet through the Airbnb app.
1489424,34608310,2015-06-09,35102666,Max,"I had a great stay, Dan was very welcoming. The bed was comfortable and everything was very clean. I also received a towel, which you don't get everywhere. It was a great experience and I would stay again."
1489424,35898649,2015-06-22,35135919,Kristen,"I booked a night at Efrat's and Dan's home in Albany extremely last minute after camping plans in Niagara Falls fell through, and they were extremely kind, helpful and accommodating! <br/>Their home is comfortable and very welcoming. Efrat and Dan were both a joy to talk to, even offering me dinner with them and some of Dan's own home brewed beer! <br/>Staying here was a pleasure and I would absolutely recommend it!"
1489424,38385131,2015-07-15,32440508,Perry & Dina,"Dan and Efrat provided a very warm and welcoming home for 3 weeks. They were very friendly, accommodating, and suggested many places to go to in Albany. As for the room, it was very spacious with really comfy bed! Definitely a great place to stay! Would definitely recommend it :) "
1489424,40330832,2015-07-30,34943038,Jacob,"Efrat and Dan were very gracious hosts and I very much enjoyed my stay. The bed was as comfy as advertised, the neighborhood lovely and peaceful, and all in all it was a great way to wind down after a long day of test taking in downtown Albany. Getting a room with Dan and Efrat was definitely the right decision -- far better than staying at some overpriced hotel downtown -- and I would recommend it to anyone in visiting the Albany area. I  regret only that I didn't have a bit more time to spend with my hosts. "
1489424,41025589,2015-08-03,39654827,Yinnan,"Nice location with good neighborhood. The room is quiet and comfortable as described. Efrat and Dan are very considerate and welcoming, and leave you privacy too. "
1489424,41660057,2015-08-08,16510872,Dale,"everything it was advertised to be ... Incredibly welcoming, very easy going, awesomely pleasant.
<br/>Much more helpful recommending sites and routes than I had a right to expect.
<br/>Genuinely good people 
<br/>Would certainly stay there again if I was in the area "
1489424,41905367,2015-08-09,5748688,Adel,Nice host <br/>The place is really nice and the neighbor safe<br/>Close to restaurant and movie theather by car 
1489424,42034798,2015-08-10,894712,Allison,Staying at Dan and Efrat's was super convenient for us! Thanks for the easy stay on our road trip!
1489424,42752918,2015-08-15,38413701,Xiaofeng,I feel very good. Efrat and her husband are very nice . It is convience for me to go SUNY.
1489424,44308553,2015-08-25,35641152,Hamad,"Efrat & Dan are great hosts and very hospitable. I have stayed with them for 9 nights while I was apartment-hunting in the area. They definitely made my move from the middle east very easy by directing me around and making me feel like home. 
<br/>The room is very clean, spacious and the bed is SUPER comfortable! It is not an exaggeration! All amenities were available as listed. 
<br/>
<br/>They took me out for dinner once, to a grocery store and helped me move all of my luggage to the apartment I found. Not all Airbnb hosts would offer such extra help. 
<br/>
<br/>More than just a place to sleep, a cultural experience and friendship if you seek for it. Definitely worth your money. Has my recommendation. "
1489424,44540687,2015-08-27,14890411,Jolein,"Efrat and Dan are very kind people. I had send both a textmessage when I arrived at Collins Circle and eventhough Dan read it half an hour later, he picked me up in the middle of nowhere (that was how I felt). Also they took me out for dinner to a typical American dining place. It was my first full day in Albany and staying at Efrat and Dan's was a great experience. "
1489424,45179258,2015-08-31,32758273,Jaroslav,Staying at Efrat's place was rally great and friendly. We stayed just for one night so we did not have enough time to know each other well but we really liked it there and we could not complain at all. Thank you very much and wish you all the best. Jar & Elis :)
1489424,47765278,2015-09-21,61004,Elizabeth,Quiet neighborhood near end of cul-de-sac. Host was ready for me even though I was an hour early. Bedroom large and slept well. Had private shower bathroom. Was offered tea first evening and delicious coffee both mornings before I left for day. Everything went well. 
1489424,55724864,2015-12-05,41660558,Courtney,Efrat worked with me and made it easy for me to extend my stay at the last minute. I had full access to the kitchen and received great advice about local services. 
1489424,56263878,2015-12-11,24638444,Andy,MET Dan on arrival showed me around and he said he would be home later and was an early riser.Instructed to just lock door when I left.NEVER sleep in however to my supreme awoke to barking dog and when I pulled up shade was 10 am .Great nite sleep very pleasant neighborhood. Felt like a family friend totally had whole house to myself.Very pleasant to find people who trust in the goodness of others.If need to stay over in Albany will book adain.Namaste Andy
1489424,56501288,2015-12-14,21191421,Ron,Enjoyed staying at Dan and Efrat's home. The location was excellent and the bed was very comfortable. Dan was very helpful in finding two excellent restaurants for me and my friend.
1489424,56617058,2015-12-15,4186909,Pete,My girlfriend and I stayed at Efrat's home as we were traveling through Albany for a night. She was very helpful in helping arrange our arrival. Our travels were put at ease in the comfort and hospitality of Efrat's home. I would definitely book this again.
1489424,56893626,2015-12-19,12499511,Max,Efrat was out of town when I stayed but her husband Dan let me in the house and showed me the room. Looked exactly as on the website and in the listing. WiFi was excellent. Private bathroom with towels and shampoo provided. This is basically their house and they are happy to let you use as much as you want. I was only there 1 night so it was a quick stay. Convenient to Albany Medical Center.
1489424,57588955,2015-12-27,50816810,Donald,"This was my first experience with Airbnb.  Good communication preceded my stay, making me comfortable that my plans were synchronized with my hosts.  Upon arrival we had a nice chat and I found my accommodations quite comfortable and quiet.  Access to a private bathroom was a bonus. The neighborhood was also pleasant and convenient to my ultimate destination.  I would stay here again.  "
1489424,60230041,2016-01-20,53969295,Louise,Efrat and Dan met and welcomed me despite my late 11 p.m. arrival.  They were most helpful with local information that helped during my time in Albany.  A comfortable bed and welcoming hosts made my stay in Albany a good one.  
1489424,62479371,2016-02-14,9449634,Mariah,"Very welcoming hosts, accommodating when we had a late check in, and very cozy home. Highly recommend!"
1489424,62773488,2016-02-16,33939461,Aaron & Sarah,"We had a great experience with Efrat and Dan.  They had no problem with our late arrival, and promptly brewed some tea to help us settle in.  Our conversation was friendly and actually quite stimulating, and they helped us get our bearings to explore the area the next day."
1489424,65496607,2016-03-15,23820768,Lynn,We enjoyed our stay.  The room was as decribed and suited our needs well.  Check in was easy.   Efrat and Dan had helpful suggestions on places to eat nearby and were very interesting to talk to.  
1489424,67308576,2016-03-28,32625352,Darleen,Efrat and Dan were welcoming to their home. Efrat had good communication with us to plan our stay and they were okay with our late checkin which helped us out. Unfortunately we were so exhausted from our day we went straight to bed and but in the morning Dan was helpful with breakfast recommendations. 
1489424,67310668,2016-03-28,63818896,Garrett,Very nice people they know a lot about the community and good things to do around the Albany area  would definitely refer this place to friends and family 
1489424,74440380,2016-05-15,65208588,Tomer,Efrat and Dan are welcoming hosts. The bed was comfortable and they are both very nice.
1489424,74885525,2016-05-17,18160333,Susan,"The hosts were helpful and pleasant. They were flexible and easy to communicate with, and provided great information about local attractions, as well as places to eat. 
<br/>The neighborhood was pleasant and easily accessible to the airport.  
<br/>A good short term place to stay if your needs are closer to a hostel than a Bed and Breakfast."
1489424,75746534,2016-05-22,872433,Werner,We appreciated the quick response when we originally inquired. The location was convenient. We arrived late & left early. 
1489424,83864087,2016-07-04,81183358,Moshe,"Efrat and Dan were great hosts. They were accommodating, helpful, and very welcoming. Would stay again!"
1489424,84389194,2016-07-07,18471531,Breanne,"Efrat and Dan were very friendly. As they said they will visit with you as much or little as you would like. Got a lot of rest in their extra comfy bed. They have excellent recommendations for local eateries and books, books everywhere to read. Proximal to local buses and in a safe and quiet neighborhood this place is great.  "
1489424,85106116,2016-07-10,81710491,Mitchell,"Efrat and Dan were very welcoming and nice.  The house, while older, is well kept and is in a good neighborhood. The room was clean and comfortable."
1489424,86466505,2016-07-16,3054047,Arianne,"This was my second stay with Efrat and Dan, and honestly, I was equally as excited to see them as I was to see the people I was ostensibly in town to visit. Efrat and Dan feel like family to me and they are thoughtful, lovely hosts. The house was clean and homey as always, and this time they raised the bar by playing with my kiddos. They're fun conversationalists. You should stay here. "
1489424,87986733,2016-07-22,83924457,Heliana,Efrat and her family were really nice to us. Even though we stayed just one night we got to share some time with them. The room is clean and the bed is comfortable. 
1489424,89412228,2016-07-28,10707089,Sebastien,"Very welcoming, gave me the space I needed to do my bar prep. I had basically the basement to myself."
1489424,97792181,2016-08-28,26272790,Olin & Alilia,"It's a lovely neighborhood. We were happy Dan and Efrat openened their home to us with only a couple of days notice. We enjoyed our stay in Albany. I would stay with them again. We didn't have a lot of time to visit with them this trip. We had the basement to ourselves and I enjoyed using their exercise machine in the morning. We were able to store things in their fridge and freezer, and warm up our waffles in their toaster oven. They have a cute little free library in the front of their yard. I look forward to getting to know them better if we have an opportunity to stay in Albany again. May God bless you for your hospitality."
1489424,98360398,2016-08-30,54727266,Peter,"Such a nice place, and such nice people! Efrat was very flexible as to arrival time. The room I'd originally wanted was taken, so they offered me their palatial basement instead. The basement is large, beautiful, and extremely quiet. Efrat and Dan were also a joy to visit with, and they gave me lots of useful info about the surrounding area. Thanks so much!"
1489424,99923226,2016-09-06,15598027,Karen,"Wonderful stay with Efrat and Dan. <br/>My friend and I stayed for one night in their cozy basement. Very comfortable. Nice, clean bathroom. They setup an extra bed for us, which was great. Would definitely stay again. "
1489424,100481382,2016-09-09,55480865,Maurice,"Really enjoyed getting to know these wonderful people. The bed was comfortable. I had the whole basement to myself, which was great. They were happy to converse and hang out and I felt very at home. "
1489424,102273409,2016-09-17,31821388,Yuki,Dan was very kind and friendly. I was happy to meet him.
1489424,105641524,2016-10-02,32221193,Corey,"Efrat and Dan were great hosts, very accommodating and provided everything I needed. The neighborhood is nice and central to Albany as well. I would definitely stay at their comfortable home again.  "
1489424,107188721,2016-10-09,8997559,Alayne,Quiet and safe neighborhood. Efrat and Dan were accommodating even though we arrived a little later than we anticipated. The room is in the basement where we had our own room and own bathroom as well. We slept so well that we actually overslept the next morning! We had great conversation with Dan and Efrat as well. We will definitely be back :)
1489424,107429114,2016-10-10,48958045,Vadim,"The best thing about Efrat and Dan's place is that you get the whole bottom floor with a very specious bedroom and toilet+shower so the stay is very private. Bed feels like you're sleeping on a cloud. Efrat and Dan were very kind but we didn't get to speak to them much as we arrived late and left early. Location was easy for us (we were driving and parking is plentiful in the street but can't say how it is if you aren't driving). Ony thing to consider, which might not be OK for everyone is that you do get a sense that it is somebody's house. That is,  the area you live in is not as tidy as a museum. But it is clean, comfortable and home-like, just something to consider if you are looking for a hotel-like experience. We had a great time and definitely recommend the stay."
1489424,109443156,2016-10-21,81332720,Marilyn,"LOCATION WAS GREAT, LIKED THAT THERE WAS A BATHROOM DOWNSTAIRS. FAMILY WAS VERY FRIENDLY AND ACCOMADATING. NICE QUIET NEIGHBORHOOD"
